																												Abundances of TMT tag in MS3 (Normalized)							
High	A0A0J9YXX5	Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1	0	178.895	68	28	123	1	551	59.1	5.29	397.99	28			RNA binding	"Pf00076, Pf13893, Pf14259"		ENSG00000274081.4	CHR_HSCHR8_3_CTG7					0	0								1	
High	Q9Y2W1	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2	0	178.57	41	43	136	42	955	108.6	10.15	381.28	43	metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;nucleotide binding;protein binding;receptor activity;RNA binding	Pf15440	9967	ENSG00000054118.13	1	Interactome of polycomb repressive complex 2 (PRC2)	THRAP3		Transcriptional regulation of white adipocyte differentiation; PPARA activates gene expression	7	1		13930.9	13198.9	13498.9	13327.7	7328.4	9678.9	1	
High	P46060	Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1	0	177.417	52	29	101	29	587	63.5	4.68	332.95	29	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;cytoskeleton;cytosol;membrane;nucleus	enzyme regulator activity;protein binding;RNA binding	"Pf07834, Pf13855"	5905	ENSG00000100401.19	22		RANGAP1	RNA transport	Rev-mediated nuclear export of HIV RNA; SUMOylation of DNA replication proteins; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins	30	0		6506	9213.8	9237.8	10567.7	4968.4	4705.9	1	Met-loss [N-Term]
High	P25705	"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"	0	177.4	65	31	160	31	553	59.7	9.13	500.21	31	cell organization and biogenesis;metabolic process;regulation of biological process;transport	membrane;mitochondrion;organelle lumen	catalytic activity;nucleotide binding;protein binding;RNA binding;transporter activity	"Pf00006, Pf00306, Pf02663, Pf02874, Pf05943"	498	ENSG00000152234.15	18	Electron Transport Chain; Oxidative phosphorylation	ATP5A1	Alzheimer's disease; Oxidative phosphorylation; Huntington's disease; Metabolic pathways; Parkinson's disease	Cristae formation; Mitochondrial protein import; Formation of ATP by chemiosmotic coupling; Metabolism of proteins	16	0		11214.5	9301.7	9211.5	7249.8	25209.1	31312	1	
High	O75717	WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=WDHD1 PE=1 SV=1	0	176.996	36	35	69	35	1129	125.9	5.62	252.35	35		cytoplasm;nucleus	DNA binding;protein binding	"Pf00400, Pf00505, Pf08662"	11169	ENSG00000198554.11	14	Mesodermal Commitment Pathway	WDHD1			1	0		1406	3503	3128.2	3288.3	2854.2	1808.5	1	
High	Q9H0A0	RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2	0	176.951	46	39	95	39	1025	115.7	8.27	294.53	39	metabolic process;regulation of biological process	membrane;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00583, Pf05127, Pf08351, Pf13508, Pf13718, Pf13725"	55226	ENSG00000135372.8	11	Metapathway biotransformation	NAT10	Ribosome biogenesis in eukaryotes	rRNA modification in the nucleus and cytosol	6	0		7301.3	7061.8	7390	7328.1	4073.1	3205.7	1	
High	F5H5D3	Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1	0	176.944	56	25	121	3	519	57.7	5.07	399.97	25	cell division;cell organization and biogenesis;transport	cytoplasm;cytoskeleton;nucleus	catalytic activity;nucleotide binding;protein binding;structural molecule activity	"Pf00091, Pf03953"	84790	ENSG00000167553.15	12	Pathogenic Escherichia coli infection; Parkin-Ubiquitin Proteasomal System pathway	TUBA1C			2	25		4019.2	7996.3	8964.8	10220.8	13092.4	10116.7	1	
High	O75150	E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens OX=9606 GN=RNF40 PE=1 SV=5	0	176.77	41	41	82	38	1001	113.6	6.29	270.51	41	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytosol;membrane;nucleus	catalytic activity;metal ion binding;protein binding;RNA binding	"Pf00097, Pf13639, Pf13920, Pf13923, Pf14634"	9810	ENSG00000103549.21	16	ATM Signaling Network in Development and Disease	RNF40			1	3		2854.3	5584.6	5347.9	5539.5	3320.6	2574	1	
High	P78371	T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4	0	176.39	68	28	89	28	535	57.5	6.46	303.88	28	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;extracellular;organelle lumen	nucleotide binding;protein binding	Pf00118	10576	ENSG00000166226.12	12		CCT2		BBSome-mediated cargo-targeting to cilium; Prefoldin mediated transfer of substrate  to CCT/TriC; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Association of TriC/CCT with target proteins during biosynthesis; Neutrophil degranulation; Folding of actin by CCT/TriC; Formation of tubulin folding intermediates by CCT/TriC	16	0		2813.2	7020.8	6214.6	5616.2	7000.3	4030.4	1	
High	Q92576	PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3	0	176.238	28	42	75	42	2039	229.3	6.96	228.21	42	development;metabolic process		metal ion binding;protein binding	"Pf00628, Pf07500, Pf07744"	23469	ENSG00000118482.11	6		PHF3			0	0		4176.6	5556.2	5251.8	5019.8	2777.1	2884.7	1	
High	Q14151	Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	0	175.655	39	37	100	21	953	107.4	6.16	332.56	37	cell differentiation;metabolic process;regulation of biological process	cytoplasm;nucleus	DNA binding;protein binding;RNA binding	"Pf00076, Pf02037, Pf13893, Pf14259"	9667	ENSG00000130254.11	19		SAFB2			0	0		5028.8	4711.4	4548.1	4349.5	1824	2019.3	1	
High	E9PK91	Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=1	0	174.819	38	29	118	1	871	100.3	9.95	376.9	29	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;protein binding;RNA binding	Pf15440	9774	ENSG00000029363.16	6	Interactome of polycomb repressive complex 2 (PRC2)	BCLAF1			1	0		784.6	984.7	969.8	827.4	482.9	325.5	1	
High	Q9Y230	RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	0	173.557	67	27	94	27	463	51.1	5.64	283.89	27	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00004, Pf03796, Pf06068, Pf13481"	10856	ENSG00000183207.13	19		RUVBL2		HATs acetylate histones; Telomere Extension By Telomerase	8	0		6902.4	7574.2	7676.9	7251.3	5167.1	4832.3	1	
High	A0A0A0MRM9	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1	0	173.346	59	38	104	36	708	74.6	9.47	306.28	38			protein binding	Pf05022		ENSG00000166197.16	10					0	2		6692.7	10735.2	9977.4	8876.2	7374.5	4989.1	1	
High	P51532	Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2	0	173.289	28	42	105	28	1647	184.5	7.88	315.52	42	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	membrane;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00176, Pf00270, Pf00271, Pf00439, Pf07529, Pf07533, Pf08880, Pf11496, Pf14619"	6597	ENSG00000127616.17	19	Preimplantation Embryo; Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex	SMARCA4		RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; RMTs methylate histone arginines; Formation of the beta-catenin:TCF transactivating complex; Interleukin-7 signaling	18	16		9750.1	8812.9	8628.5	8569.9	5843.2	5322.9	1	
High	P61978	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1	0	170.295	66	30	213	8	463	50.9	5.54	633.85	30	metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus;spliceosomal complex	DNA binding;protein binding;RNA binding	"Pf00013, Pf08067, Pf13014, Pf13083"	3190	ENSG00000165119.20	9	mRNA Processing	HNRNPK	Herpes simplex infection; MicroRNAs in cancer; Spliceosome; Viral carcinogenesis	mRNA Splicing - Major Pathway; SUMOylation of RNA binding proteins	14	27		14294.5	18758.8	19608.6	20858.8	14120.4	11480.8	1	
High	P06733	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	0	170.266	58	22	114	19	434	47.1	7.39	369.48	22	metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;cytosol;membrane;nucleus	catalytic activity;DNA binding;metal ion binding;protein binding;RNA binding	"Pf00113, Pf03952, Pf13378"	2023	ENSG00000074800.13	1	Glycolysis and Gluconeogenesis	ENO1	Metabolic pathways; Glycolysis / Gluconeogenesis; Biosynthesis of amino acids; Carbon metabolism; RNA degradation; HIF-1 signaling pathway	Gluconeogenesis; Glycolysis	12	3		2745	8610.4	9872.5	8513.6	7941.9	3851.4	1	
High	P49327	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	0	169.491	26	50	91	50	2511	273.3	6.44	266.61	50	cell differentiation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;Golgi;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00106, Pf00107, Pf00108, Pf00109, Pf00698, Pf00975, Pf02801, Pf08242, Pf08659, Pf13602, Pf14765"	2194	ENSG00000169710.8	17	AMP-activated Protein Kinase (AMPK) Signaling; Sterol Regulatory Element-Binding Proteins (SREBP) signalling; SREBF and miR33 in cholesterol and lipid homeostasis; Liver X Receptor Pathway; Fatty Acid Biosynthesis; Angiopoietin Like Protein 8 Regulatory Pathway	FASN	AMPK signaling pathway; Fatty acid metabolism; Insulin signaling pathway; Metabolic pathways; Fatty acid biosynthesis	ChREBP activates metabolic gene expression; Fatty acyl-CoA biosynthesis; Vitamin B5 (pantothenate) metabolism; Activation of gene expression by SREBF (SREBP)	23	0		2078.3	6253.9	6852.2	6117.9	3720	1956.5	1	
High	Q9Y2X3	Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1	0	169.13	50	27	100	27	529	59.5	8.92	308.02	27	cell growth;metabolic process	cytosol;membrane;nucleus	protein binding;RNA binding	"Pf01798, Pf08060, Pf08156"	51602	ENSG00000055044.10	2		NOP58	Ribosome biogenesis in eukaryotes	Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol; SUMOylation of RNA binding proteins	11	0		8738	6394.1	6206.6	6491.7	4439	4414.9	1	
High	Q9NTJ3	Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2	0	169.029	39	45	91	45	1288	147.1	6.79	269.1	45	cell division;cell organization and biogenesis;metabolic process	chromosome;cytoplasm;cytosol;nucleus	nucleotide binding;protein binding	"Pf02463, Pf04012, Pf04111, Pf04156, Pf06470, Pf12128, Pf13166, Pf13304, Pf13476, Pf13555"	10051	ENSG00000113810.15	3		SMC4		Condensation of Prometaphase Chromosomes; Condensation of Prophase Chromosomes	7	0		5947.7	8046.6	6852.2	7893.9	5806.8	8016.2	1	
High	P07910	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	0	168.034	68	27	185	2	306	33.7	5.08	595.78	27	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process	cytoskeleton;cytosol;extracellular;membrane;nucleus;spliceosomal complex	DNA binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	3183	ENSG00000092199.17	14	mRNA Processing	HNRNPC	Spliceosome	mRNA Splicing - Major Pathway; SUMOylation of RNA binding proteins	11	26		17823.2	18355.5	18990.2	21387.4	11005	11582.4	1	
High	Q86XP3	ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1	0	167.257	41	31	80	4	938	102.9	7.02	270.64	31	metabolic process;regulation of biological process	cytoplasm;cytosol;membrane;nucleus	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00270, Pf00271, Pf13307"	11325	ENSG00000198231.12	17		DDX42	Spliceosome	mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway	6	28		4545	8010.4	7954.9	8144	5406.6	3987.5	1	
High	Q9BXP5	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	0	167.163	36	34	96	34	876	100.6	5.96	316.7	34	cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;protein binding;RNA binding	"Pf04959, Pf12066"	51593	ENSG00000087087.18	7		SRRT		RNA polymerase II transcribes snRNA genes; mRNA Splicing - Major Pathway	7	0		6100.8	8322.2	8750.4	8797.2	5983.9	5446.3	1	
High	Q96T88	E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1	0	167.027	47	31	78	30	793	89.8	7.56	248.6	31	cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding	"Pf00097, Pf00240, Pf00628, Pf02182, Pf11976, Pf12148, Pf13639, Pf13923, Pf14634"	29128	ENSG00000276043.4	19	Pathways Affected in Adenoid Cystic Carcinoma	UHRF1		DNA methylation	4	1		8079.8	4368.2	4103.6	4907.4	2579.2	987.4	1	
High	Q9BVJ6	U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1	0	166.933	59	39	111	39	771	87.9	7.87	355.12	39	metabolic process	cytosol;nucleus	protein binding;RNA binding	Pf04615	10813	ENSG00000156697.12	X		UTP14A	Ribosome biogenesis in eukaryotes	Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol	6	0		9592.7	9625.2	9130.3	9024.7	3657	2920.5	1	
High	F5H2F4	"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2"	0	166.451	41	37	80	1	964	104.6	7.59	241.27	37												0	38		5161.2	5173.8	5535.3	5398	8062.4	7461.3	1	
High	P11586	"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3"	0	166.386	43	37	81	1	935	101.5	7.3	242.46	37	metabolic process	cytoplasm;cytosol;membrane;mitochondrion	catalytic activity;nucleotide binding;protein binding	"Pf00763, Pf01268, Pf02882"	4522		14	Folate Metabolism; One Carbon Metabolism; Trans-sulfuration and one carbon metabolism	MTHFD1	One carbon pool by folate; Metabolic pathways	Metabolism of folate and pterines	9	0		108.4	137	116.2	121.5	187.6	180.8	1	
High	Q86VP6	Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2	0	164.924	34	36	92	36	1230	136.3	5.78	273.48	36	cell differentiation;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;extracellular;Golgi;membrane;nucleus;organelle lumen	protein binding	"Pf08623, Pf12755, Pf13513"	55832	ENSG00000111530.12	12	Endoderm Differentiation	CAND1		Neutrophil degranulation; Iron uptake and transport; Neddylation	9	0		1891.3	5896.7	6060.4	6166.4	6488.8	4570	1	Met-loss+Acetyl [N-Term]
High	A0A024R4E5	"High density lipoprotein binding protein (Vigilin), isoform CRA_a OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=1"	0	164.648	35	36	76	36	1268	141.4	6.87	235.98	36	metabolic process;transport	cytosol;membrane;nucleus	protein binding;RNA binding	"Pf00013, Pf13014, Pf14611"	3069	ENSG00000115677.16	2		HDLBP			0	0		3605.7	2517.1	2588.8	2281.1	12661.5	6712.9	1	
High	P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	0	163.376	57	16	110	16	335	36	8.46	365.09	16	cell death;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding	"Pf00044, Pf02800"	2597	ENSG00000111640.14	12	Cori Cycle; Alzheimers Disease; Glycolysis and Gluconeogenesis; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways	GAPDH	Biosynthesis of amino acids; Carbon metabolism; Glycolysis / Gluconeogenesis; HIF-1 signaling pathway; Metabolic pathways; Alzheimer's disease	Gluconeogenesis; Glycolysis	15	0		5915.4	11597	13176	12858	12643.3	6944.5	1	
High	Q8N3U4	Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3	0	163.206	35	35	76	27	1231	141.2	5.43	240.88	35	cell division;cell organization and biogenesis;regulation of biological process	chromosome;cytosol;membrane;nucleus	protein binding	"Pf00670, Pf08514"	10735	ENSG00000101972.18	X		STAG2	Cell cycle	Meiotic synapsis; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Cohesin Loading onto Chromatin; Establishment of Sister Chromatid Cohesion; SUMOylation of DNA damage response and repair proteins	21	10		4943.8	5051.1	5241.1	5744.3	3922.9	4030.4	1	
High	O75694	Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1	0	163.109	26	29	79	29	1391	155.1	6.16	256.26	29	cell organization and biogenesis;metabolic process;regulation of biological process;transport	membrane;nucleus	protein binding;structural molecule activity;transporter activity	"Pf03177, Pf08801"	9631	ENSG00000113569.15	5		NUP155	RNA transport	Rev-mediated nuclear export of HIV RNA; ISG15 antiviral mechanism; NEP/NS2 Interacts with the Cellular Export Machinery; tRNA processing in the nucleus; Transcriptional regulation by small RNAs; Nuclear Pore Complex (NPC) Disassembly; Regulation of Glucokinase by Glucokinase Regulatory Protein; Vpr-mediated nuclear import of PICs; Regulation of HSF1-mediated heat shock response; snRNP Assembly; SUMOylation of DNA replication proteins; Transport of the SLBP independent Mature mRNA; SUMOylation of RNA binding proteins; Viral Messenger RNA Synthesis; SUMOylation of chromatin organization proteins; Nuclear import of Rev protein;  NS1 Mediated Effects on Host Pathways; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of the SLBP Dependant Mature mRNA; Transport of Ribonucleoproteins into the Host Nucleus; Transport of Mature mRNA derived from an Intron-Containing Transcript; SUMOylation of DNA damage response and repair proteins	64	0		3935.5	5105.5	5277.2	5278.4	3362.3	2464.6	1	
High	Q93009	Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2	0	163.101	44	40	90	40	1102	128.2	5.55	268.7	40	cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;cytosol;nucleus	catalytic activity;protein binding	"Pf00443, Pf00917, Pf12436, Pf13423, Pf14533"	7874	ENSG00000187555.14	16	Regulation of toll-like receptor signaling pathway	USP7	Viral carcinogenesis; Epstein-Barr virus infection; Herpes simplex infection; FoxO signaling pathway	Synthesis of active ubiquitin: roles of E1 and E2 enzymes; Ub-specific processing proteases; Gap-filling DNA repair synthesis and ligation in TC-NER; Regulation of TP53 Degradation; Dual incision in TC-NER; Formation of TC-NER Pre-Incision Complex; Regulation of PTEN localization	29	0		4896.7	5931.2	5725	5346.9	5493.7	3963.3	1	
